"X","genome","gene","disordered_residues","protein_length","ko_id","percent"
0,2563366535,2563531407,6,438,"K02313",0.0136986301369863
0,2563366535,2563531499,34,914,"K07646",0.037199124726477
0,2563366535,2563531655,87,775,"K03406",0.112258064516129
0,2563366535,2563531745,14,460,"K15011",0.0304347826086957
0,2563366535,2563532102,136,944,"K03406",0.144067796610169
0,2563366535,2563532524,0,251,"K02556",0
0,2563366535,2563532599,17,1053,"K07787",0.0161443494776828
0,2563366535,2563532640,3,1048,"K07787",0.00286259541984733
0,2563366535,2563532916,33,467,"K04771",0.0706638115631692
0,2563366535,2563533058,124,776,"K03406",0.15979381443299
0,2563366535,2563533322,1,282,"K02556",0.00354609929078014
0,2563366535,2563533430,82,778,"K03406",0.105398457583548
0,2563366535,2563533514,17,358,"K03412",0.0474860335195531
0,2563366535,2563533521,47,733,"K03407",0.0641200545702592
0,2563366535,2563533523,2,188,"K03408",0.0106382978723404
0,2563366535,2563533955,82,583,"K03406",0.14065180102916
0,2563366535,2563533968,27,820,"K00936",0.0329268292682927
0,2563366535,2563533969,1,147,"K00936",0.00680272108843537
0,2563366535,2563534337,8,372,"K03412",0.021505376344086
0,2563366535,2563534344,96,777,"K03406",0.123552123552124
0,2563366535,2563534346,92,702,"K03407",0.131054131054131
0,2563366541,2563550652,37,600,"K06207",0.0616666666666667
0,2563366541,2563551018,1,256,"K02556",0.00390625
0,2563366541,2563551076,35,249,"K03412",0.140562248995984
0,2563366541,2563551565,29,625,"K03406",0.0464
0,2563366541,2563551711,15,485,"K04771",0.0309278350515464
0,2563366541,2563552066,16,432,"K03092",0.037037037037037
0,2563366545,2563558856,64,612,"K06207",0.104575163398693
0,2563366600,2563718755,85,608,"K06207",0.139802631578947
0,2563366600,2563719103,132,586,"K08884",0.225255972696246
0,2563366600,2563719653,48,471,"K02313",0.101910828025478
0,2563366600,2563719916,127,411,"K03412",0.309002433090024
0,2563366600,2563719917,177,698,"K03407",0.253581661891117
0,2563366600,2563719971,11,367,"K03412",0.0299727520435967
0,2563366600,2563720304,36,374,"K03412",0.0962566844919786
0,2563366600,2563721290,8,412,"K07154",0.0194174757281553
0,2563366724,2563795343,1,280,"K00936",0.00357142857142857
0,2563366724,2563795504,47,626,"K03406",0.0750798722044728
0,2563366724,2563795935,4,446,"K02313",0.00896860986547085
0,2563366724,2563796501,0,137,"K03408",0
0,2563366724,2563796504,95,621,"K08884",0.152979066022544
0,2563366724,2563796822,60,469,"K03092",0.127931769722815
0,2563366724,2563796931,1,157,"K03408",0.00636942675159236
0,2563366724,2563796932,63,693,"K03407",0.0909090909090909
0,2563366724,2563796933,120,454,"K03412",0.26431718061674
0,2563366724,2563797748,0,246,"K00936",0
0,2563366727,2563807157,0,448,"K02313",0
0,2563366727,2563807320,2,569,"K08884",0.00351493848857645
0,2563366727,2563808799,62,647,"K08884",0.0958268933539413
0,2563366728,2563809234,168,496,"K04771",0.338709677419355
0,2563366728,2563809404,41,373,"K07708",0.109919571045576
0,2563366728,2563810090,110,609,"K06207",0.180623973727422
0,2563366728,2563810144,44,188,"K15012",0.234042553191489
0,2563366728,2563810145,50,451,"K15011",0.110864745011086
0,2563366728,2563810207,104,970,"K00990",0.107216494845361
0,2563366728,2563810530,186,912,"K03407",0.203947368421053
0,2563366728,2563810531,4,160,"K03408",0.025
0,2563366728,2563810533,102,378,"K03412",0.26984126984127
0,2563366728,2563810543,2,258,"K02556",0.00775193798449612
0,2563366728,2563811137,84,508,"K02313",0.165354330708661
0,2563366728,2563811678,133,229,"K08738",0.580786026200873
0,2563366728,2563811741,64,461,"K07638",0.13882863340564
0,2563366728,2563811914,14,408,"K07154",0.0343137254901961
0,2563366728,2563811966,1,503,"K07793",0.00198807157057654
0,2563366728,2563812155,127,229,"K08738",0.554585152838428
0,2563366729,2563813131,95,757,"K03406",0.125495376486129
0,2563366729,2563813262,29,467,"K04771",0.0620985010706638
0,2563366729,2563813462,124,505,"K03092",0.245544554455446
0,2563366729,2563813619,2,377,"K07182",0.00530503978779841
0,2563366729,2563813645,11,360,"K03412",0.0305555555555556
0,2563366729,2563813652,147,574,"K03406",0.25609756097561
0,2563366729,2563813770,54,481,"K02313",0.112266112266112
0,2563366729,2563813965,3,414,"K07154",0.0072463768115942
0,2563366729,2563813985,158,323,"K03408",0.489164086687306
0,2563366729,2563813988,234,692,"K03407",0.338150289017341
0,2563366729,2563814204,103,607,"K06207",0.169686985172982
0,2563366729,2563814552,7,411,"K07154",0.0170316301703163
0,2563366729,2563814699,18,617,"K07182",0.0291734197730956
0,2563366729,2563815004,14,184,"K03408",0.0760869565217391
0,2563366729,2563815007,101,722,"K03407",0.1398891966759
0,2563366729,2563815317,6,610,"K07182",0.00983606557377049
0,2565956506,2565977075,35,184,"K08738",0.190217391304348
0,2565956506,2565977091,22,432,"K15011",0.0509259259259259
0,2565956506,2565977092,22,180,"K15012",0.122222222222222
0,2565956506,2565977425,20,501,"K02313",0.0399201596806387
0,2565956506,2565977578,30,952,"K00990",0.0315126050420168
0,2565956506,2565977601,44,608,"K06207",0.0723684210526316
0,2565956506,2565978477,35,162,"K08738",0.216049382716049
0,2565956506,2565978554,42,889,"K07646",0.047244094488189
0,2565956506,2565978932,23,606,"K00936",0.037953795379538
0,2565956506,2565979512,84,500,"K04771",0.168
0,2565956506,2565980065,8,366,"K07708",0.0218579234972678
0,2565956506,2565980066,30,479,"K07712",0.0626304801670146
0,2565956506,2565980500,8,148,"K08738",0.0540540540540541
0,2565956506,2565981179,114,512,"K04771",0.22265625
0,2565956506,2565981345,6,482,"K07638",0.012448132780083
0,2565956509,2565991859,288,649,"K08884",0.443759630200308
0,2565956509,2565992912,0,494,"K07793",0
0,2565956509,2565993425,36,440,"K02313",0.0818181818181818
0,2565956515,2566010165,7,438,"K07154",0.0159817351598174
0,2565956515,2566010381,44,905,"K07646",0.0486187845303867
0,2565956515,2566010389,3,346,"K07646",0.00867052023121387
0,2565956515,2566010400,111,539,"K03406",0.205936920222635
0,2565956515,2566010405,8,696,"K03407",0.0114942528735632
0,2565956515,2566010408,48,378,"K03406",0.126984126984127
0,2565956515,2566010667,5,418,"K02484",0.0119617224880383
0,2565956515,2566010743,34,439,"K07638",0.0774487471526196
0,2565956515,2566011325,19,352,"K03412",0.0539772727272727
0,2565956515,2566011854,22,496,"K03406",0.0443548387096774
0,2565956515,2566012068,120,493,"K03092",0.243407707910751
0,2565956515,2566012216,31,468,"K07712",0.0662393162393162
0,2565956515,2566012217,1,358,"K07708",0.00279329608938547
0,2565956515,2566012220,73,606,"K06207",0.12046204620462
0,2565956515,2566012248,3,177,"K15012",0.0169491525423729
0,2565956515,2566012249,31,446,"K15011",0.0695067264573991
0,2565956515,2566012334,5,1109,"K00936",0.00450856627592426
0,2565956515,2566012584,0,601,"K07182",0
0,2565956515,2566012905,1,164,"K03408",0.00609756097560976
0,2565956515,2566012906,7,255,"K03408",0.0274509803921569
0,2565956515,2566012911,277,750,"K03407",0.369333333333333
0,2565956515,2566013068,3,874,"K00990",0.0034324942791762
0,2565956515,2566013341,5,455,"K02313",0.010989010989011
0,2565956516,2566013745,211,514,"K04771",0.410505836575875
0,2565956516,2566014476,88,611,"K06207",0.144026186579378
0,2565956516,2566014592,131,376,"K04771",0.348404255319149
0,2565956516,2566014594,22,477,"K00936",0.0461215932914046
0,2565956516,2566015537,44,493,"K07638",0.0892494929006085
0,2565956516,2566016001,60,487,"K02313",0.123203285420945
0,2565956516,2566016206,102,880,"K00936",0.115909090909091
0,2565956516,2566016423,6,140,"K08738",0.0428571428571429
0,2565956516,2566016555,20,177,"K03408",0.112994350282486
0,2565956516,2566016557,15,197,"K03408",0.0761421319796954
0,2565956516,2566016559,81,731,"K03407",0.110807113543092
0,2565956516,2566016560,31,355,"K03412",0.0873239436619718
0,2565956516,2566016709,32,355,"K03412",0.0901408450704225
0,2565956516,2566016714,69,563,"K03406",0.122557726465364
0,2565956516,2566017075,178,899,"K03407",0.197997775305895
0,2565956516,2566017076,2,164,"K03408",0.0121951219512195
0,2565956516,2566017078,139,456,"K03412",0.304824561403509
0,2565956516,2566017143,50,336,"K00936",0.148809523809524
0,2565956516,2566017275,48,480,"K07712",0.1
0,2565956516,2566017276,29,378,"K07708",0.0767195767195767
0,2565956516,2566017706,88,696,"K00936",0.126436781609195
0,2565956516,2566017784,5,914,"K00990",0.00547045951859956
0,2565956516,2566017790,3,288,"K02556",0.0104166666666667
0,2565956516,2566017902,78,771,"K03406",0.101167315175097
0,2565956516,2566019079,103,899,"K07646",0.114571746384872
0,2565956516,2566019349,171,657,"K03406",0.26027397260274
0,2565956516,2566019350,11,458,"K03408",0.0240174672489083
0,2565956516,2566019351,50,378,"K03412",0.132275132275132
0,2565956516,2566019353,36,658,"K03407",0.0547112462006079
0,2565956517,2566019856,20,868,"K00990",0.0230414746543779
0,2565956517,2566019870,38,479,"K04771",0.0793319415448852
0,2565956517,2566020185,53,895,"K07646",0.0592178770949721
0,2565956517,2566020292,34,1058,"K07787",0.0321361058601134
0,2565956517,2566020814,0,600,"K07182",0
0,2565956517,2566020986,28,453,"K02484",0.0618101545253863
0,2565956517,2566020990,28,654,"K00936",0.0428134556574924
0,2565956517,2566021150,71,626,"K03406",0.113418530351438
0,2565956517,2566021190,40,457,"K02313",0.087527352297593
0,2565956517,2566021239,60,527,"K03406",0.113851992409867
0,2565956517,2566021339,9,104,"K08738",0.0865384615384615
0,2565956517,2566021526,46,668,"K03406",0.0688622754491018
0,2565956517,2566021580,16,762,"K00936",0.020997375328084
0,2565956517,2566021605,2,286,"K02556",0.00699300699300699
0,2565956517,2566021650,69,644,"K03407",0.107142857142857
0,2565956517,2566021658,31,242,"K03412",0.128099173553719
0,2565956517,2566021772,87,536,"K03406",0.162313432835821
0,2565956517,2566021920,13,807,"K00936",0.0161090458488228
0,2565956517,2566021993,0,155,"K03408",0
0,2565956517,2566022001,185,786,"K03407",0.235368956743003
0,2565956517,2566022002,15,365,"K03412",0.0410958904109589
0,2565956517,2566022095,34,460,"K02484",0.0739130434782609
0,2565956517,2566022297,44,556,"K03406",0.079136690647482
0,2565956517,2566022327,152,439,"K03412",0.34624145785877
0,2565956517,2566022361,40,600,"K03406",0.0666666666666667
0,2565956517,2566022657,75,469,"K03092",0.159914712153518
0,2565956517,2566023235,34,722,"K03407",0.0470914127423823
0,2565956517,2566023244,83,539,"K03406",0.153988868274583
0,2565956517,2566023484,0,246,"K02556",0
0,2565956517,2566023838,29,839,"K08884",0.034564958283671
0,2565956517,2566023852,53,467,"K07712",0.113490364025696
0,2565956517,2566024073,68,604,"K06207",0.112582781456954
0,2565956517,2566024087,53,468,"K07154",0.113247863247863
0,2565956517,2566024144,27,448,"K07154",0.0602678571428571
0,2565956519,2566028393,9,794,"K03407",0.0113350125944584
0,2565956519,2566028667,31,629,"K03406",0.0492845786963434
0,2565956519,2566028738,3,140,"K03408",0.0214285714285714
0,2565956519,2566029081,1,446,"K02313",0.00224215246636771
0,2565956519,2566029322,0,354,"K07708",0
0,2565956519,2566029373,5,259,"K02556",0.0193050193050193
0,2565956519,2566029375,2,157,"K03408",0.0127388535031847
0,2565956519,2566029377,30,356,"K03412",0.0842696629213483
0,2565956519,2566029634,66,606,"K06207",0.108910891089109
0,2565956519,2566030215,118,614,"K08884",0.192182410423453
0,2565956519,2566030459,31,461,"K03092",0.0672451193058568
0,2565956522,2566039306,56,484,"K07712",0.115702479338843
0,2565956522,2566039307,13,349,"K07708",0.0372492836676218
0,2565956522,2566039309,57,607,"K06207",0.0939044481054366
0,2565956522,2566039455,88,479,"K03092",0.183716075156576
0,2565956522,2566039665,1,350,"K03412",0.00285714285714286
0,2565956522,2566039671,145,681,"K03407",0.212922173274596
0,2565956522,2566039801,21,884,"K00990",0.0237556561085973
0,2565956522,2566040267,42,462,"K02313",0.0909090909090909
0,2565956522,2566042085,0,506,"K07793",0
0,2565956522,2566042398,45,899,"K07646",0.050055617352614
0,2565956523,2566043194,0,286,"K02556",0
0,2565956523,2566043210,22,235,"K03412",0.0936170212765957
0,2565956523,2566043315,4,1032,"K00936",0.00387596899224806
0,2565956523,2566043337,0,906,"K00936",0
0,2565956523,2566043560,94,539,"K03406",0.174397031539889
0,2565956523,2566043564,55,548,"K03406",0.10036496350365
0,2565956523,2566043567,99,563,"K03406",0.175843694493783
0,2565956523,2566043569,35,699,"K03407",0.050071530758226
0,2565956523,2566043570,132,553,"K03406",0.23869801084991
0,2565956523,2566043573,42,356,"K03412",0.117977528089888
0,2565956523,2566043640,53,857,"K00990",0.0618436406067678
0,2565956523,2566043706,40,472,"K04771",0.0847457627118644
0,2565956523,2566043815,67,543,"K03406",0.123388581952118
0,2565956523,2566043864,21,540,"K03406",0.0388888888888889
0,2565956523,2566044121,45,465,"K03406",0.0967741935483871
0,2565956523,2566044181,89,474,"K03092",0.187763713080169
0,2565956523,2566044446,8,600,"K00936",0.0133333333333333
0,2565956523,2566044467,0,288,"K02556",0
0,2565956523,2566044477,42,441,"K03406",0.0952380952380952
0,2565956523,2566044620,60,493,"K04771",0.121703853955375
0,2565956523,2566044767,91,900,"K07646",0.101111111111111
0,2565956523,2566044893,3,601,"K07182",0.00499168053244592
0,2565956523,2566045282,0,249,"K02556",0
0,2565956523,2566045301,93,670,"K03406",0.138805970149254
0,2565956523,2566045503,2,358,"K03412",0.00558659217877095
0,2565956523,2566045507,45,674,"K03407",0.0667655786350148
0,2565956523,2566045516,146,641,"K03407",0.227769110764431
0,2565956523,2566045736,11,434,"K07638",0.0253456221198157
0,2565956523,2566045972,10,425,"K15011",0.0235294117647059
0,2565956523,2566046422,12,566,"K00936",0.0212014134275618
0,2565956523,2566046590,0,350,"K07708",0
0,2565956523,2566046591,37,485,"K07712",0.0762886597938144
0,2565956523,2566046644,4,285,"K02556",0.0140350877192982
0,2565956523,2566047036,32,464,"K02313",0.0689655172413793
0,2565956523,2566047076,72,606,"K06207",0.118811881188119
0,2565956523,2566047119,20,595,"K00936",0.0336134453781513
0,2565956523,2566047129,11,186,"K03408",0.0591397849462366
0,2565956523,2566047130,112,545,"K03406",0.205504587155963
0,2565956523,2566047131,134,764,"K03407",0.175392670157068
0,2565956523,2566047401,20,748,"K00936",0.0267379679144385
0,2565956526,2566055821,0,497,"K07793",0
0,2565956526,2566055930,1,346,"K03412",0.00289017341040462
0,2565956526,2566056138,45,668,"K03407",0.0673652694610778
0,2565956526,2566056486,0,498,"K07793",0
0,2565956526,2566056726,0,358,"K03412",0
0,2565956526,2566056727,49,490,"K03408",0.1
0,2565956526,2566056729,45,800,"K03407",0.05625
0,2565956526,2566056746,0,506,"K07793",0
0,2565956526,2566056779,161,694,"K03406",0.231988472622478
0,2565956526,2566057044,0,173,"K08884",0
0,2565956526,2566057187,0,500,"K07793",0
0,2565956526,2566057543,0,150,"K03408",0
0,2565956531,2566074550,0,430,"K08884",0
0,2565956542,2566111577,181,456,"K08884",0.396929824561404
0,2565956542,2566111578,299,629,"K08884",0.475357710651828
0,2565956542,2566111599,139,533,"K02313",0.26078799249531
0,2565956542,2566112273,169,528,"K08884",0.320075757575758
0,2565956542,2566112753,110,640,"K06207",0.171875
0,2565956542,2566112816,283,619,"K02484",0.45718901453958
0,2565956542,2566113662,257,604,"K02484",0.425496688741722
0,2565957139,2568509860,48,453,"K02313",0.105960264900662
0,2565957139,2568509903,198,798,"K03406",0.24812030075188
0,2565957139,2568509915,68,606,"K06207",0.112211221122112
0,2565957139,2568509949,22,343,"K08738",0.0641399416909621
0,2565957139,2568510322,4,280,"K02556",0.0142857142857143
0,2565957139,2568510644,50,466,"K04771",0.107296137339056
0,2565957139,2568510710,16,872,"K00990",0.018348623853211
0,2565957139,2568510777,0,610,"K07182",0
0,2565957139,2568510978,35,482,"K07712",0.0726141078838174
0,2565957139,2568510979,0,353,"K07708",0
0,2565957139,2568511156,121,699,"K03407",0.17310443490701
0,2565957139,2568511586,105,858,"K03406",0.122377622377622
0,2565957139,2568511650,142,739,"K03406",0.192151556156969
0,2568526001,2568528881,3,637,"K07182",0.00470957613814757
0,2568526001,2568528905,17,449,"K02313",0.0378619153674833
0,2568526001,2568529577,38,904,"K00990",0.0420353982300885
0,2568526001,2568530006,1,1165,"K07787",0.000858369098712446
0,2568526001,2568530164,15,887,"K00990",0.0169109357384442
0,2568526001,2568530665,17,475,"K07712",0.0357894736842105
0,2568526002,2568531791,78,701,"K03407",0.111269614835949
0,2568526002,2568531931,52,466,"K07712",0.111587982832618
0,2568526002,2568531932,14,371,"K07708",0.0377358490566038
0,2568526002,2568531959,72,840,"K08884",0.0857142857142857
0,2568526002,2568531983,6,182,"K03408",0.032967032967033
0,2568526002,2568531984,147,552,"K03406",0.266304347826087
0,2568526002,2568531985,44,732,"K03407",0.0601092896174863
0,2568526002,2568532362,54,674,"K03406",0.0801186943620178
0,2568526002,2568532424,120,567,"K03406",0.211640211640212
0,2568526002,2568532491,117,641,"K03407",0.182527301092044
0,2568526002,2568532499,3,219,"K03412",0.0136986301369863
0,2568526002,2568532534,7,451,"K02484",0.0155210643015521
0,2568526002,2568532791,14,868,"K00990",0.0161290322580645
0,2568526002,2568532806,113,407,"K03412",0.277641277641278
0,2568526002,2568532861,72,626,"K03406",0.115015974440895
0,2568526002,2568533435,6,764,"K00936",0.00785340314136126
0,2568526002,2568533461,0,286,"K02556",0
0,2568526002,2568533543,28,906,"K07646",0.0309050772626932
0,2568526002,2568533600,74,476,"K04771",0.15546218487395
0,2568526002,2568533790,70,604,"K06207",0.115894039735099
0,2568526002,2568533909,0,246,"K02556",0
0,2568526002,2568533919,6,600,"K07182",0.01
0,2568526002,2568533958,80,541,"K03406",0.147874306839187
0,2568526002,2568533970,30,942,"K00936",0.0318471337579618
0,2568526002,2568534004,64,536,"K03406",0.119402985074627
0,2568526002,2568534112,23,726,"K00936",0.0316804407713499
0,2568526002,2568534128,83,474,"K03092",0.175105485232068
0,2568526002,2568534337,28,464,"K02313",0.0603448275862069
0,2568526002,2568534573,25,1181,"K03406",0.0211685012701101
0,2568526002,2568534574,64,512,"K03408",0.125
0,2568526002,2568534969,68,555,"K03406",0.122522522522523
0,2568526002,2568535303,34,1062,"K07787",0.032015065913371
0,2568526002,2568535457,0,102,"K08738",0
0,2568526005,2568541881,26,543,"K03406",0.0478821362799263
0,2568526005,2568542068,36,443,"K07638",0.0812641083521445
0,2568526005,2568542293,53,487,"K07712",0.108829568788501
0,2568526005,2568542492,9,175,"K15012",0.0514285714285714
0,2568526005,2568542493,45,441,"K15011",0.102040816326531
0,2568526005,2568542849,0,287,"K02556",0
0,2568526005,2568542908,2,128,"K08738",0.015625
0,2568526005,2568542950,39,491,"K04771",0.0794297352342159
0,2568526005,2568543189,6,286,"K02556",0.020979020979021
0,2568526005,2568543473,79,890,"K07646",0.0887640449438202
0,2568526005,2568543477,76,623,"K03406",0.12199036918138
0,2568526005,2568543500,41,474,"K04771",0.0864978902953586
0,2568526005,2568543610,88,466,"K03092",0.188841201716738
0,2568526005,2568543664,0,249,"K02556",0
0,2568526005,2568543677,109,621,"K03407",0.175523349436393
0,2568526005,2568543866,19,887,"K00936",0.0214205186020293
0,2568526005,2568543915,10,232,"K03412",0.0431034482758621
0,2568526005,2568544026,48,656,"K03406",0.0731707317073171
0,2568526005,2568544098,12,1059,"K07787",0.0113314447592068
0,2568526005,2568544112,49,692,"K03406",0.0708092485549133
0,2568526005,2568544181,0,101,"K08738",0
0,2568526005,2568544191,39,910,"K00936",0.0428571428571429
0,2568526005,2568544217,27,466,"K02313",0.0579399141630901
0,2568526005,2568544317,14,338,"K03412",0.0414201183431953
0,2568526005,2568544318,35,737,"K03407",0.0474898236092266
0,2568526005,2568544320,5,207,"K03408",0.0241545893719807
0,2568526005,2568544322,1,185,"K03408",0.00540540540540541
0,2568526005,2568544421,56,557,"K03406",0.100538599640934
0,2568526005,2568544582,3,106,"K08738",0.0283018867924528
0,2568526005,2568544789,4,373,"K08884",0.0107238605898123
0,2568526005,2568544790,15,362,"K08884",0.0414364640883978
0,2568526005,2568544895,54,601,"K03406",0.0898502495840266
0,2568526005,2568545215,1,601,"K07182",0.00166389351081531
0,2568526005,2568545772,31,772,"K00936",0.0401554404145078
0,2568526005,2568545829,53,625,"K03406",0.0848
0,2568526006,2568546078,83,660,"K08884",0.125757575757576
0,2568526006,2568546483,16,608,"K06207",0.0263157894736842
0,2568526006,2568546781,2,202,"K03412",0.0099009900990099
0,2568526006,2568547047,25,375,"K04771",0.0666666666666667
0,2568526006,2568547561,2,607,"K00936",0.00329489291598023
0,2568526006,2568547834,1,444,"K02313",0.00225225225225225
0,2568526009,2568555063,141,624,"K08884",0.225961538461538
0,2568526009,2568555531,11,344,"K03412",0.0319767441860465
0,2568526009,2568556026,56,678,"K03407",0.0825958702064897
0,2568526009,2568556027,2,151,"K03408",0.0132450331125828
0,2568526009,2568556322,0,634,"K07182",0
0,2568526009,2568556904,11,444,"K02313",0.0247747747747748
0,2571042010,2571091243,59,476,"K02484",0.123949579831933
0,2571042010,2571092342,0,597,"K07182",0
0,2571042010,2571092843,50,500,"K04771",0.1
0,2571042010,2571092918,141,627,"K02313",0.22488038277512
0,2571042010,2571093329,3,885,"K00990",0.00338983050847458
0,2571042347,2572194234,119,657,"K08884",0.181126331811263
0,2571042347,2572194768,4,443,"K02313",0.0090293453724605
0,2571042363,2572248144,212,743,"K03406",0.285329744279946
0,2571042363,2572248157,6,186,"K03408",0.032258064516129
0,2571042363,2572248160,40,474,"K04771",0.0843881856540084
0,2571042363,2572248179,211,655,"K03407",0.322137404580153
0,2571042363,2572248187,13,377,"K03412",0.0344827586206897
0,2571042363,2572248318,106,885,"K03406",0.119774011299435
0,2571042363,2572248575,0,615,"K07182",0
0,2571042363,2572248824,66,890,"K00990",0.0741573033707865
0,2571042363,2572248918,157,856,"K03406",0.183411214953271
0,2571042363,2572249142,181,698,"K03407",0.259312320916905
0,2571042363,2572249361,7,1056,"K07787",0.00662878787878788
0,2571042363,2572249446,199,924,"K03406",0.215367965367965
0,2571042363,2572249518,180,1168,"K03406",0.154109589041096
0,2571042363,2572249687,233,875,"K03406",0.266285714285714
0,2571042363,2572249903,41,445,"K02313",0.0921348314606742
0,2571042363,2572250124,38,360,"K08738",0.105555555555556
0,2571042363,2572250137,51,607,"K06207",0.0840197693574959
0,2571042363,2572250334,2,275,"K02556",0.00727272727272727
0,2571042363,2572250346,6,278,"K02556",0.0215827338129496
0,2571042363,2572250557,193,892,"K03406",0.216367713004484
0,2571042365,2572253425,68,871,"K00990",0.0780711825487945
0,2571042365,2572253971,47,657,"K00936",0.0715372907153729
0,2571042365,2572255267,94,513,"K04771",0.183235867446394
0,2571042365,2572255490,63,936,"K08884",0.0673076923076923
0,2571042365,2572255633,11,446,"K02313",0.0246636771300448
0,2571042365,2572255688,43,480,"K07712",0.0895833333333333
0,2571042365,2572256444,28,609,"K06207",0.0459770114942529
0,2571042366,2572256478,54,777,"K07646",0.0694980694980695
0,2571042366,2572256666,155,651,"K08884",0.238095238095238
0,2571042366,2572257058,1,159,"K03408",0.00628930817610063
0,2571042366,2572257198,0,253,"K02556",0
0,2571042366,2572257565,12,406,"K04771",0.0295566502463054
0,2571042366,2572257606,26,453,"K02313",0.0573951434878587
0,2571042366,2572258002,0,441,"K07712",0
0,2571042366,2572258174,101,395,"K03412",0.255696202531646
0,2571042366,2572258176,0,158,"K03408",0
0,2571042366,2572258298,11,278,"K08884",0.039568345323741
0,2571042366,2572258339,0,508,"K07793",0
0,2571042366,2572259764,0,501,"K07793",0
0,2571042366,2572260106,1,505,"K07793",0.00198019801980198
0,2571042908,2574125745,175,511,"K03092",0.342465753424658
0,2571042908,2574125920,47,607,"K06207",0.0774299835255354
0,2571042908,2574126262,52,701,"K03407",0.0741797432239658
0,2571042908,2574126263,174,684,"K03406",0.254385964912281
0,2571042908,2574126264,23,184,"K03408",0.125
0,2571042908,2574126299,36,354,"K07708",0.101694915254237
0,2571042908,2574126300,66,471,"K07712",0.140127388535032
0,2571042908,2574126576,168,587,"K02313",0.286201022146508
0,2571042908,2574126674,31,628,"K07182",0.0493630573248408
0,2571042908,2574126704,67,501,"K03406",0.13373253493014
0,2571042908,2574127492,2,905,"K00990",0.00220994475138122
0,2571042908,2574127570,0,812,"K08884",0
0,2571042908,2574127664,20,465,"K04771",0.043010752688172
0,2571042908,2574127825,113,820,"K03407",0.13780487804878
0,2571042908,2574127826,1,189,"K03408",0.00529100529100529
0,2571042908,2574127852,349,801,"K03407",0.435705368289638
0,2571042908,2574127854,0,246,"K02556",0
0,2571042908,2574127857,150,329,"K03408",0.455927051671733
0,2571042908,2574127858,7,161,"K03408",0.0434782608695652
0,2571042908,2574128367,14,1039,"K07787",0.0134744947064485
0,2571042908,2574128450,3,442,"K07154",0.00678733031674208
0,2571042908,2574128647,1,1042,"K07787",0.000959692898272553
0,2571042908,2574129604,25,446,"K02484",0.0560538116591928
0,2571042909,2574129853,2,143,"K08738",0.013986013986014
0,2571042909,2574130390,25,346,"K03412",0.0722543352601156
0,2571042909,2574130392,0,155,"K03408",0
0,2571042909,2574130393,114,745,"K03407",0.153020134228188
0,2571042909,2574130524,38,938,"K00990",0.0405117270788913
0,2571042909,2574130840,87,609,"K06207",0.142857142857143
0,2571042909,2574130853,9,289,"K02556",0.0311418685121107
0,2571042909,2574131008,26,456,"K07638",0.0570175438596491
0,2571042909,2574131136,31,485,"K07646",0.0639175257731959
0,2571042909,2574131347,37,359,"K03412",0.103064066852368
0,2571042909,2574131350,17,173,"K03408",0.0982658959537572
0,2571042909,2574131402,103,519,"K04771",0.198458574181118
0,2571042909,2574131993,35,209,"K08738",0.167464114832536
0,2571042909,2574132746,12,372,"K07708",0.032258064516129
0,2571042909,2574132747,38,473,"K07712",0.080338266384778
0,2571042909,2574132984,30,185,"K15012",0.162162162162162
0,2571042912,2574145205,7,453,"K02313",0.0154525386313466
0,2571042912,2574145279,6,253,"K02556",0.0237154150197628
0,2571042912,2574145364,179,690,"K03406",0.259420289855072
0,2571042912,2574145615,2,500,"K07793",0.004
0,2571042912,2574145634,0,635,"K07182",0
0,2571042912,2574145668,121,611,"K03406",0.198036006546645
0,2571042912,2574145676,29,632,"K00936",0.0458860759493671
0,2571042912,2574146442,122,660,"K03406",0.184848484848485
0,2571042912,2574146875,62,868,"K00990",0.0714285714285714
0,2571042912,2574146946,1,158,"K03408",0.00632911392405063
0,2571042912,2574147165,10,171,"K03408",0.0584795321637427
0,2571042912,2574147603,218,944,"K03407",0.230932203389831
0,2571042912,2574147605,41,231,"K03408",0.177489177489178
0,2571042912,2574147610,52,361,"K03412",0.14404432132964
0,2571042912,2574147727,71,483,"K04771",0.146997929606625
0,2571042912,2574147754,53,1310,"K07787",0.0404580152671756
0,2571042913,2574148140,11,515,"K07793",0.0213592233009709
0,2571042913,2574148179,27,650,"K07646",0.0415384615384615
0,2571042913,2574148259,12,481,"K07712",0.0249480249480249
0,2571042913,2574148313,10,503,"K07793",0.0198807157057654
0,2571042913,2574148334,15,195,"K03408",0.0769230769230769
0,2571042913,2574148680,172,607,"K03406",0.2833607907743
0,2571042913,2574148854,5,637,"K07182",0.00784929356357928
0,2571042913,2574148903,202,651,"K03406",0.310291858678955
0,2571042913,2574148969,4,460,"K07712",0.00869565217391304
0,2571042913,2574149201,0,500,"K07793",0
0,2571042913,2574149206,5,487,"K07793",0.0102669404517454
0,2571042913,2574149502,0,511,"K07793",0
0,2571042913,2574149621,1,481,"K07182",0.00207900207900208
0,2571042913,2574149729,19,377,"K02484",0.0503978779840849
0,2571042913,2574150286,7,442,"K02484",0.0158371040723982
0,2571042913,2574150296,0,506,"K07793",0
0,2571042913,2574150377,0,507,"K07793",0
0,2571042913,2574150400,29,167,"K03408",0.173652694610778
