taxon_oid	genome_name	phylum_gtdbtk	class_gtdbtk	order_gtdbtk	family_gtdbtk	genus_gtdbtk	species	ANI.Cluster.ID	habitat	genome_size	total_coding	total_gc_coding	gene_count	kegg_unannotated	protein_count	percent_GC	rRNA_16s	rRNA_23s	rRNA_count_estimated	trna_count	total_motifs	str_motifs	completeness	contamination	temperature_class	multicellular	doubling_estimated	doubling_measured	reference
2728369266	Allonocardiopsis opalescens DSM 45601	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae		Allonocardiopsis opalescens	12082		6972847	6087676	4509218	6377	62.93	6304	73.86	1	1	1	51	9640	5039	100	1.84	mesophilic	unicellular	13.25813955	NA	
2634166303	Arenibacter palladensis DSM 17539	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter palladensis	9808		5551910	4938537	2005106	4627	62.93	4573	39.65	2	2	2	36	1714	483	99.67	0.38	mesophilic	unicellular	3.365374762	NA	
2827628540	Actinopolymorpha cephalotaxi DSM 45117	Actinobacteriota	Actinobacteria	Propionibacteriales	Actinopolymorphaceae	Actinopolymorpha	Actinopolymorpha cephalotaxi	3600		6858585	6147753	4372026	6297	62.93	6214	70.85	2	2	2	57	7497	3371	99.12	2.94	mesophilic	unicellular	12.86499835	NA	
2519103184	Smaragdicoccus niigatensis DSM 44881	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae		Smaragdicoccus niigatensis	1840	Soil	5320466	4957769	3210898	5200	62.88	5136	64.34	2	1	1	47	4577	1857	98.76	1.02	mesophilic	unicellular	0.944862147	NA	
2681813510	Zobellia uliginosa DSM 2061	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia uliginosa	11120	Marine	5303163	4804493	2087367	4521	62.86	4469	42.63	1	1	1	37	1635	436	99.67	1.53	mesophilic	unicellular	3.839053692	NA	
2675903142	Sinosporangium album CPCC 201354	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae		Sinosporangium album	10961	Soil	7057140	6122608	4281674	6347	62.82	6246	69.3	6	4	4	65	8136	3671	99.31	2.99	mesophilic	unicellular	0.304037213	NA	
2517093042	Mastigocladopsis repens PCC 10914	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae		Mastigocladopsis repens	6908		6465655	5332712	2383751	5921	62.81	5846	43.53	4	5	4	43	4336	1367	99.76	0	mesophilic	unicellular	12.51708092	NA	
2515154027	Olivibacter sitiensis DSM 17696	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae		Olivibacter sitiensis	6808	Aquatic	5055457	4541814	2073021	4566	62.77	4501	44.63	5	1	1	47	1484	402	100	1.19	mesophilic	unicellular	5.760216806	NA	
2636415846	Rhodopirellula islandica K833	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula islandica	9939		7433200	6534056	3746481	5774	62.76	5566	57.18	1	1	1	59	6442	2480	99.93	0	mesophilic	multicellular	7.29108106	12	"Zure M et al, 2016 ISME"
2517572073	Leptolyngbya sp. PCC 6406	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae		Leptolyngbya sp. PCC 6406	6934	"Aquatic, Fresh water"	5776957	4849621	2710290	5341	62.76	5261	55.18	2	2	2	44	5980	2302	98.64	2.36	mesophilic	unicellular	12.48636076	NA	
2513237078	"Amycolatopsis sp. 75iv2, ATCC 39116"	Actinobacteriota	Actinobacteria	Corynebacteriales	Pseudonocardiaceae	Amycolatopsis_A	"Amycolatopsis sp. 75iv2, ATCC 39116"	6708	Soil	8394307	7634606	5508744	8314	62.75	8254	71.86	1	2	1	51	8946	3990	100	0	mesophilic	multicellular	1.85184856	NA	
2503754048	Leptolyngbya sp. PCC 7376	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece	Leptolyngbya sp. PCC 7376	6414		5125950	4475046	2006183	4654	62.72	4601	43.87	2	2	2	44	2838	880	99.42	0.87	mesophilic	unicellular	4.723667078	NA	
2593339301	Elizabethkingia miricola DSM 14571	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola	4483	"Aquatic, Spacecraft, Water"	4295221	3870876	1425356	4064	62.7	4006	35.81	1	1	1	46	1093	315	100	1.08	mesophilic	unicellular	0.971796832	NA	
2734482263	Mucilaginibacter yixingensis DSM 26809	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter yixingensis	12291		5315671	4734792	2209457	4511	62.69	4441	45.76	1	1	1	55	1922	580	97.62	1.9	mesophilic	unicellular	1.154303258	NA	
2582580745	Flavisolibacter ginsengisoli DSM 18119	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter_A	Flavisolibacter ginsengisoli	8494	Soil	4677460	4114349	1704156	4231	62.68	4179	40.62	3	2	2	42	1741	542	99.51	0.49	mesophilic	unicellular	2.429284138	NA	
2596583623	Lacibacter cauensis CGMCC 1.7271	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		Lacibacter cauensis	8900	"Sediment, Lake"	4946636	4503229	1894783	4315	62.67	4256	41.61	4	4	4	44	1560	485	99.75	0.25	mesophilic	unicellular	1.261388276	NA	
2728369481	Xiangella phaseoli DSM 45730	Actinobacteriota	Actinobacteria	Corynebacteriales	Micromonosporaceae	Micromonospora	Xiangella phaseoli	2661		6497946	5815909	4166485	5958	62.66	5893	71.34	1	1	1	51	8686	4212	100	1.32	mesophilic	unicellular	2.871454688	NA	
2698536714	Algoriphagus halophilus DSM 15292	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus halophilus	11578	Sediment	4978503	4566467	1829804	4209	62.63	4165	39.36	1	1	1	38	1683	461	99.25	0	mesophilic	unicellular	1.723664485	NA	
2506520050	Myroides odoratus DSM 2801	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides odoratus	381	"Host, Human"	4301842	3769505	1381723	3892	62.62	3808	35.81	1	1	1	74	1004	228	99.65	3	mesophilic	unicellular	1.242623103	NA	
2524614599	Eisenibacter elegans DSM 3317	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae		Eisenibacter elegans	7330	"Aquatic, Hot spring"	4030713	3490284	1715836	3505	62.6	3450	47.94	1	1	1	46	1989	601	99.09	0.3	thermophilic	unicellular	4.604858173	NA	
2799112260	Flavobacterium sp. P3160	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. P3160	14086		5012586	4442645	1528910	4423	62.58	4310	33.43	2	2	2	46	1139	300	99.65	0.71	mesophilic	unicellular	4.9059493	NA	
2756170242	Pontibacter virosus DSM 100231	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter virosus	12714		4884877	4255608	2196261	4337	62.58	4289	50.1	1	1	1	42	1623	436	100	0.51	mesophilic	unicellular	2.274226833	NA	
2622736528	Cellulophaga baltica DSM 24729	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga baltica	396		4718566	4273525	1501763	4275	62.57	4198	34.52	3	1	1	36	1124	320	99.67	0.38	mesophilic	unicellular	2.434029337	NA	
2695420936	Aliifodinibius roseus DSM 21986	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Aliifodinibius	Aliifodinibius roseus	11524		5082244	4403991	2195261	4344	62.57	4293	48.33	1	1	1	41	2395	861	96.99	0.82	mesophilic	unicellular	15.15242298	NA	
2728369218	Hymenobacter gelipurpurascens DSM 11116	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter gelipurpurascens	12072	Soil	5060948	4407017	2561610	4344	62.55	4293	57	1	1	1	42	2721	798	100	0.89	mesophilic	unicellular	1.428884997	NA	
2619619645	Reichenbachiella faecimaris DSM 26133	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	Reichenbachiella faecimaris	9481		4711560	4348890	1756180	4076	62.51	4022	39.8	3	3	3	42	1192	310	98.29	1.19	mesophilic	unicellular	4.020281179	NA	
2856464816	Streptomonospora nanhaiensis DSM 45927	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae		Streptomonospora nanhaiensis	16004		6283946	5346355	3979624	5675	62.45	5580	74.52	5	5	5	59	8652	4476	99.45	0.46	mesophilic	unicellular	24.78300021	NA	
2681812812	Leptospira interrogans ATCC 43642	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	4829		4594670	3491420	1282396	3712	62.45	3662	35.01	4	4	4	37	1536	478	96.47	0	mesophilic	unicellular	5.172894733	10.23	
2582581379	Zobellia uliginosa MAR_2009_138	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia uliginosa	8555		5358002	4882992	1894452	4409	62.44	4351	38.05	3	4	3	42	1587	427	99.67	0.66	mesophilic	unicellular	7.781245184	NA	
2508501106	Mycolicibacterium rhodesiae NBB3	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium	Mycolicibacterium rhodesiae	6544	"Creosote-contaminated soil, Sediment, Soil"	6415739	6003323	3950197	6342	62.44	6281	65.49	2	2	2	46	7824	4099	99.09	0.38	mesophilic	unicellular	4.097184439	NA	
2512875027	Fischerella sp. PCC 9431	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Fischerella	Fischerella sp. PCC 9431	2602		7167426	5841106	2412430	6190	62.39	6104	40.19	4	4	4	69	4191	1311	99.76	0	mesophilic	unicellular	11.40007461	NA	
2562617048	Bryobacter aggregatus DSM 18758	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae		Bryobacter aggregatus	8146		5747993	5417011	3158409	5126	62.35	5065	57.95	2	2	2	51	4559	1813	98.26	1.74	mesophilic	unicellular	8.737197508	18	"Kulichevskaya IS et al, IJSEM 2010"
649633083	Rubinisphaera brasiliensis DSM 5305	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetaceae		Rubinisphaera brasiliensis	6107	"Aquatic, Saline water"	6006602	5190833	2949792	4865	62.34	4811	56.45	2	2	2	45	4518	1609	95.56	2.22	mesophilic	multicellular	6.257952599	NA	
2799112213	Roseivirga ehrenbergii DSM 102268	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	Roseivirga ehrenbergii	3294		4251438	3900769	1553568	3782	62.3	3740	39.33	1	1	1	38	1191	344	99.2	0.6	mesophilic	unicellular	4.496719435	NA	
2524023130	Psychroserpens burtonensis DSM 12212	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Psychroserpens burtonensis	7253	"Aquatic, Lake"	3976448	3511243	1199051	3664	62.25	3610	33.41	1	1	1	35	869	268	99.67	1.87	psychrophilic	unicellular	5.893217813	NA	
2695420943	Mariniphaga anaerophila DSM 26910	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae		Mariniphaga anaerophila	11529		5048302	4591712	1959124	4031	62.22	3976	41.77	1	1	1	43	1656	460	99.73	2.96	mesophilic	unicellular	9.534911591	NA	
2508501050	Microvirga lupini Lut6	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	Microvirga lupini	6534	"Host, Plant root, Root nodule, Soil"	9633614	7899004	4933758	10951	62.2	10864	61.59	1	1	1	59	6981	2674	97.33	1.76	mesophilic	unicellular	1.238884948	1.8	"Ardley JK et al, 2012 IJSEM"
2675903226	Amycolatopsis sacchari DSM 44468	Actinobacteriota	Actinobacteria	Corynebacteriales	Pseudonocardiaceae	Amycolatopsis_A	Amycolatopsis sacchari	10998		7587467	6943293	4974853	7438	62.19	7376	71.35	1	1	1	48	8409	3820	100	0	mesophilic	multicellular	4.26870188	NA	
2506485002	Anabaena sp. PCC 7108	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae		Anabaena sp. PCC 7108	6469		5886741	4848960	1922574	5227	62.18	5169	38.78	3	4	3	43	3302	975	99.63	0.07	mesophilic	multicellular	8.849976845	NA	
2517572100	Geminisphaera colitermitum TAV2	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Didymococcus	Geminisphaera colitermitum	4209	Host	5693399	5058166	3120469	5105	62.17	5029	60.93	1	1	1	69	8981	4978	96.35	0.23	mesophilic	unicellular	4.19589897	7.7	"Wertz JT et al, 2012 AEM"
2639762615	Jiangella alkaliphila DSM 45079	Actinobacteriota	Actinobacteria	Jiangellales	Jiangellaceae	Jiangella	Jiangella alkaliphila	2623	Soil	7716500	7110212	5156603	7208	62.15	7149	72.1	2	2	2	47	8748	4179	100	3.27	mesophilic	unicellular	7.140576857	NA	
2829791209	Nitrobacter vulgaris DSM 10236	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter	Nitrobacter vulgaris	3756		4293395	3515909	2119666	4585	62.14	4491	59.48	1	1	1	61	3483	1446	99.42	1.13	mesophilic	unicellular	13.33729551	NA	
2523533532	Actinomadura rifamycini DSM 43936	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Actinomadura	Actinomadura rifamycini	4296	Soil	8387248	7574547	5634260	7706	62.13	7617	74.1	2	1	1	62	12170	6479	100	1.6	thermophilic	unicellular	12.30889802	NA	
2863055337	Sphaerisporangium rubeum DSM 44936	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae		Sphaerisporangium rubeum	16342	Soil	7504604	6681692	4754183	6515	62.12	6411	70.61	5	5	5	63	9646	4531	100	0.85	mesophilic	unicellular	10.30458731	NA	
2515154146	Cytophaga aurantiaca DSM 3654	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga aurantiaca	6844	"Aquatic, Soil"	4425125	3991831	1510657	3923	62.1	3874	37.07	2	1	1	37	1176	292	100	0.3	mesophilic	unicellular	2.404052052	NA	
2728369519	Murinocardiopsis flavida DSM 45312	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae		Murinocardiopsis flavida	12123		7376154	6374977	4629494	6697	62.03	6625	72.42	1	2	1	55	8874	4621	100	0.82	mesophilic	unicellular	9.044403859	NA	
2667527393	Lishizhenia tianjinensis CGMCC 1.7005	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae		Lishizhenia tianjinensis	10764		3567068	3255490	1232185	3171	62	3122	37.4	2	2	2	41	874	221	100	0	mesophilic	unicellular	1.508578338	NA	
2515154083	Echinicola pacifica DSM 19836	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola pacifica	6825	"Aquatic, Host, Marine"	5447112	4732004	2137071	4208	61.95	4160	43.82	3	1	1	39	1566	424	100	0	mesophilic	unicellular	1.669282607	NA	
2521172654	Empedobacter brevis ATCC 43319	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae		Empedobacter brevis	7092	"Host, Human"	3797701	3430288	1151721	3648	61.92	3562	32.76	1	2	1	58	740	155	100	0	mesophilic	unicellular	0.700183926	NA	
2734482255	Pontibacter mucosus DSM 100162	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter mucosus	12289		5231950	4444113	2413360	4471	61.91	4416	52.59	3	1	1	42	1821	482	100	0.69	mesophilic	unicellular	0.628576072	NA	
2630968261	Saccharopolyspora kobensis DSM 44795	Actinobacteriota	Actinobacteria	Corynebacteriales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora kobensis	1705		7832050	6944991	4954773	7359	61.91	7284	70.85	5	5	5	53	8047	3589	99.65	2.72	mesophilic	unicellular	5.59986247	NA	
2634166307	Winogradskyella thalassocola DSM 15363	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella thalassocola	9812		4573152	4146565	1406288	4021	61.9	3960	33.28	2	3	2	43	1019	286	99.67	0.75	mesophilic	unicellular	2.677632155	NA	
2728369475	Cecembia rubra DSM 28057	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		Cecembia rubra	12104		4747752	4229814	1704103	4116	61.9	4064	39.48	1	1	1	41	1457	383	100	0.31	mesophilic	unicellular	2.431570282	NA	
2856493217	Nocardiopsis aegyptia DSM 44442	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nocardiopsis	Nocardiopsis aegyptia	16007		6909152	5997543	4338251	6263	61.9	6152	72.07	5	5	5	62	7401	3596	99.45	0	mesophilic	unicellular	6.093875272	NA	
2524023059	Aquimarina muelleri DSM 19832	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina muelleri	7245	"Aquatic, Marine, Sea water"	4903219	4274186	1376351	4179	61.9	4108	31.34	1	2	1	40	1157	335	99.62	0	mesophilic	unicellular	4.049001005	NA	
2582581240	Muricauda sp. MAR_2010_75	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp. MAR_2010_75	8518		4424696	4089195	1748744	4028	61.89	3978	42.03	2	2	2	40	1390	390	99.34	1.71	mesophilic	unicellular	5.119088262	NA	
2516653049	Sporichthya polymorpha DSM 43042	Actinobacteriota	Actinobacteria				Sporichthya polymorpha	6890	Soil	5500153	5087970	3647053	5279	61.87	5223	71.41	1	1	1	45	6142	2812	100	0	mesophilic	unicellular	5.333328848	NA	
2616644810	Reichenbachiella agariperforans DSM 26134	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	Reichenbachiella agariperforans	3925		5034103	4551004	2009173	4069	61.86	4019	43.41	1	2	1	40	1285	344	98.59	0.65	mesophilic	unicellular	2.27038054	NA	
649633065	"Marivirga tractuosa H-43, DSM 4126"	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marivirga	Marivirga tractuosa	6100	Sea sand	4516490	4077468	1473618	3857	61.86	3808	35.52	2	2	2	41	1159	292	100	0.3	mesophilic	unicellular	6.307508097	NA	
2831038743	Lewinella aquimaris DSM 105137	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella_A	Lewinella aquimaris	14744		4780571	4337225	2533429	3816	61.82	3763	57.72	1	1	1	41	3138	1296	99	1	mesophilic	unicellular	6.805361223	NA	
2862975698	Granulicella mallensis X5P3	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae		Granulicella mallensis	16337		6472662	5601365	3286858	5336	61.81	5237	57.8	1	1	1	59	4900	1993	100	2.63	mesophilic	unicellular	3.815073569	NA	
2595699007	Arenibacter troitsensis DSM 19835	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter troitsensis	8867		5287600	4672903	1893751	4411	61.8	4360	39.56	4	1	1	35	1558	418	99.67	0.54	mesophilic	unicellular	3.515897507	NA	
2622736519	Pseudozobellia thermophila DSM 19858	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudozobellia	Pseudozobellia thermophila	9509		5036817	4555877	2183467	4236	61.78	4182	47.08	4	2	2	39	1755	502	99.67	1.04	thermophilic	unicellular	5.047024191	NA	
2728369263	Fabibacter pacificus DSM 100771	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fabibacter	Fabibacter pacificus	2628		4653377	4309579	1828858	4081	61.77	4031	41.94	2	2	2	42	1354	363	99.35	0	mesophilic	unicellular	1.724244852	NA	
2770939626	Winogradskyella pacifica CECT 7948	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella pacifica	13030		4285759	3831861	1302781	3805	61.76	3741	33.33	1	1	1	42	919	236	99.67	1.06	mesophilic	unicellular	3.247470783	NA	
2728369472	Leptospira borgpetersenii DSM 21538	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	Leptospira borgpetersenii	31		3857933	3189526	1310411	3425	61.75	3382	40.08	1	1	1	37	1410	411	98.82	0	mesophilic	unicellular	4.809225864	NA	
2504643013	Crinalium epipsammum PCC 9333	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales			Crinalium epipsammum	6436		5620407	4760273	1953477	5059	61.75	5002	40.16	4	4	4	43	3484	1103	99.48	0	mesophilic	multicellular	7.650794109	NA	
2758568661	Leifsonia sp. OV430	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Root1293	Leifsonia sp. OV430	12835		4547938	4190551	2834576	4616	61.7	4509	67.43	1	1	1	97	3094	1111	98.99	0.51	mesophilic	unicellular	4.062135423	NA	
2515154015	Actinomycetospora chiangmaiensis DSM 45062	Actinobacteriota	Actinobacteria	Corynebacteriales	Pseudonocardiaceae		Actinomycetospora chiangmaiensis	6799	Soil	5861079	5353851	3971919	5756	61.69	5691	73.99	4	2	2	47	7260	3626	98.76	0.62	mesophilic	unicellular	6.704093016	NA	
2622736581	Maribacter aquivivus DSM 16478	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter aquivivus	9522		4578396	4180397	1470002	4022	61.69	3972	34.49	2	1	1	36	1163	343	99.67	1.03	mesophilic	unicellular	7.249736536	NA	
2751186035	Candidatus Chloroploca asiatica B7-9	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroploca	Candidatus Chloroploca asiatica	12669	Soda lake	5817919	5238682	3098285	4878	61.69	4818	58.81	5	2	2	46	7021	3029	99.69	0.19	mesophilic	multicellular	10.02719261	NA	
2622736613	Micromonospora echinospora DSM 43816	Actinobacteriota	Actinobacteria	Corynebacteriales	Micromonosporaceae	Micromonospora	Micromonospora echinospora	1873	Soil	7775486	6979387	5061958	6696	61.68	6588	72.31	3	3	3	70	10444	4961	100	1.32	mesophilic	unicellular	4.560935308	NA	
2818991319	Prauserella muralis DSM 45305	Actinobacteriota	Actinobacteria	Corynebacteriales	Pseudonocardiaceae		Prauserella muralis	4600		7478408	6894373	4931177	7462	61.65	7395	71.18	4	4	4	48	8548	3941	99.01	0.74	mesophilic	unicellular	7.433931721	NA	
2756170350	Bacteriovorax stolpii DSM 12778	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae		Bacteriovorax stolpii	3189		3801092	3571948	1472594	3810	61.65	3770	40.87	1	1	1	32	1213	326	93.3	1.79	mesophilic	unicellular	1.360922534	NA	
2728369260	Marinifilum flexuosum DSM 21950	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae		Marinifilum flexuosum	12077		5169742	4520785	1659116	4294	61.64	4199	35.88	2	2	2	80	1070	260	100	1.88	mesophilic	unicellular	1.811154862	NA	
2693429887	Parafilimonas terrae DSM 28286	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		Parafilimonas terrae	11485		4985410	4472786	1804926	4306	61.63	4255	39.58	1	1	1	42	1753	531	100	0.25	mesophilic	unicellular	4.121275773	NA	
2513237120	Glycomyces tenuis DSM 44171	Actinobacteriota	Actinobacteria	Corynebacteriales	Micromonosporaceae	Glycomyces	Glycomyces tenuis	3174	Soil	5735294	5094989	3610623	5399	61.57	5338	70.39	2	3	2	50	5475	2624	99.46	0	mesophilic	unicellular	11.05513891	NA	
2675903219	Parapedobacter composti DSM 22900	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	Parapedobacter composti	10992		4622024	4287035	2178322	4044	61.57	3993	50.03	1	1	1	41	2035	637	99.84	0.48	mesophilic	unicellular	12.57730849	NA	
2506520048	Synechococcus sp. PCC 7336	Cyanobacteriota	Cyanobacteriia	Eurycoccales			Synechococcus sp. PCC 7336	6482	"Aquatic, Marine"	5140668	4385526	2392859	4768	61.56	4715	53.69	2	2	2	44	4107	1526	100	4.39	mesophilic	unicellular	7.833529467	NA	
2522572195	Conexibacter woesei Iso977N	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter_A	Conexibacter woesei	7148		5695417	5370957	3899382	5509	61.55	5457	72.4	1	1	1	45	6019	2794	98.86	0.85	mesophilic	unicellular	6.480570761	NA	
2545555867	Leptospira licerasiae ATCC BAA-1110	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	Leptospira licerasiae	1253		4209996	3886119	1605853	3914	61.52	3865	41.13	3	5	3	37	1908	587	98.82	0	mesophilic	unicellular	3.246022964	NA	
2867995764	Streptomonospora salina DSM 44593	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae		Streptomonospora salina	16742		5606970	4747077	3419781	5218	61.48	5112	72.08	5	5	5	62	6450	3304	99.82	0.55	mesophilic	unicellular	33.90442631	NA	
2582581868	Lacinutrix sp. Hel_I _90	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. Hel_I _90	8558		3819763	3423846	1210033	3506	61.41	3447	34.61	3	3	3	40	833	231	99.28	0.11	mesophilic	unicellular	2.400432044	NA	
2820988766	Saccharopolyspora lacisalsi DSM 45975	Actinobacteriota	Actinobacteria	Corynebacteriales	Pseudonocardiaceae		Saccharopolyspora lacisalsi	14476		5373782	4654952	3222566	5358	61.4	5258	68.77	4	4	4	54	5359	2356	96.81	2.19	mesophilic	unicellular	2.907836089	NA	
2663762750	Verrucosispora sediminis CGMCC 4.3550	Actinobacteriota	Actinobacteria	Corynebacteriales	Micromonosporaceae	Micromonospora	Verrucosispora sediminis	10693		6407610	5776524	4114067	5887	61.36	5819	71	2	2	2	52	8540	4087	100	1.32	mesophilic	unicellular	3.158289738	NA	
2507262054	Crocosphaera subtropica BH63E	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Crocosphaera	Crocosphaera subtropica	835	"Aquatic, Marine"	5460476	4732706	1836388	5170	61.35	5109	37.93	2	2	2	42	3321	1053	99.96	0	mesophilic	unicellular	9.176938407	NA	
2671180112	Chitinophaga costaii A37T2	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga costaii	3954		5074440	4436946	2165891	4274	61.35	4204	47.56	1	1	1	50	2356	698	100	0	mesophilic	unicellular	2.822256611	NA	
2509601027	Fortiea contorta PCC 7126	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae		Fortiea contorta	6596	"Aquatic, Fresh water"	5742264	4786012	2067220	5277	61.32	5192	42.2	3	3	3	69	3755	1174	99.56	0.22	mesophilic	unicellular	10.04363826	NA	
2515154143	Sciscionella marina DSM 45152	Actinobacteriota	Actinobacteria	Corynebacteriales	Pseudonocardiaceae	Sciscionella	Sciscionella marina	6841	"Aquatic, Marine, Sediment"	8536451	7676904	5237286	8212	61.3	8135	67.77	4	1	1	48	7208	3020	99.29	0.89	mesophilic	unicellular	3.011944578	NA	
2861560136	Algisphaera agarilytica DSM 103725	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae		Algisphaera agarilytica	16175		4170210	3721632	2380822	3639	61.28	3556	63.2	1	1	1	73	3442	1285	98.86	0	mesophilic	unicellular	11.34319201	NA	
2506485001	"Emticicia oligotrophica GPTSA100-15, DSM 17448"	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia	Emticicia oligotrophica	6468	"Aquatic, Fresh water"	5220361	4683152	1711875	4365	61.26	4317	35.58	2	2	2	40	1668	390	100	0.3	mesophilic	unicellular	1.105373421	NA	
